mentionId;document;line;literalForm;source;pointEligible;issue;nodeType;officeType;office;unit;chapter;groupPath;sourceText
PM000361;Occidentis;1600;..;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, .....
PM000362;Occidentis;1601;Cremonae;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Cremonae.
PM000363;Occidentis;1602;Taurinis;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Taurinis.
PM000364;Occidentis;1603;Aquis;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Aquis siue Tertona.
PM000365;Occidentis;1603;Tertona;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Aquis siue Tertona.
PM000366;Occidentis;1604;Novariae;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Novariae.
PM000367;Occidentis;1605;Vercellis;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Vercellis.
PM000368;Occidentis;1607;Bononiae;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Bononiae in Aemilia.
PM000369;Occidentis;1608;Quadratis et Eporizio;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Quadratis et Eporizio.
PM000370;Occidentis;1609;Pollentia;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, (in Liguria) Pollentia.
PM000371;Occidentis;1611;Pictavis;tail;1;;unknown;praefectus;Praefectus;Sarmatarum et Taifalorum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia;Praefectus Sarmatarum et Taifalorum gentilium, Pictavis.
PM000372;Occidentis;1615;Lingonas;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia;Praefectus Sarmatarum gentilium, Lingonas.
PM000373;Occidentis;1616;Au...;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia;Praefectus Sarmatarum gentilium, Au......
PM000374;Oriens;509;Damasci;tail;1;;unknown;;;Scutaria et armorum;Insignia viri illustris magistri officiorum;Orientis V;Scutaria et armorum, Damasci.
PM000375;Oriens;510;Antiochiae;tail;1;;unknown;;;Scutaria et armorum;Insignia viri illustris magistri officiorum;Orientis V;Scutaria et armorum, Antiochiae.
PM000376;Oriens;511;Antiochiae;tail;1;;unknown;;;Clibanaria;Insignia viri illustris magistri officiorum;Orientis V;";Clibanaria, Antiochiae."
PM000377;Oriens;512;Edesa;tail;1;;unknown;;;Scutaria et armamentaria;Insignia viri illustris magistri officiorum;Orientis V;Scutaria et armamentaria, Edesa.
PM000378;Oriens;513;Irenopolitana;tail;1;;unknown;;;Hastaria;Insignia viri illustris magistri officiorum;Orientis V;Hastaria Irenopolitana Ciliciae:
PM000379;Oriens;515;Caesarea;tail;1;;unknown;;;Clibanaria;Insignia viri illustris magistri officiorum;Ponticae quatuor;Clibanaria, Caesarea Cappadociae.
PM000380;Oriens;516;Nicomediae;tail;1;;unknown;;;Scutaria et armorum;Insignia viri illustris magistri officiorum;Ponticae quatuor;Scutaria et armorum, Nicomediae.
PM000381;Oriens;517;Nicomediae;tail;1;;unknown;;;Clibanaria;Insignia viri illustris magistri officiorum;Ponticae quatuor;Clibanaria, Nicomediae.
PM000382;Oriens;519;Sardis;tail;1;;unknown;;;Scutaria et armorum;Insignia viri illustris magistri officiorum;Asianae una;Scutaria et armorum, Sardis Lydiae.
PM000383;Oriens;521;Hadrianopolis Haemimonti;tail;1;;unknown;;;Scutaria et armorum;Insignia viri illustris magistri officiorum;Thraciarum duae;Scutaria et armorum, Hadrianopolis Haemimonti.
PM000384;Oriens;522;Marcianopoli;tail;1;;unknown;;;Scutaria et armorum;Insignia viri illustris magistri officiorum;Thraciarum duae;Scutaria et armorum, Marcianopoli.
PM000385;Oriens;524;Thessalonicensis;factory;1;;unknown;;;Thessalonicensis;Insignia viri illustris magistri officiorum;Illyrici quatuor;Thessalonicensis.
PM000386;Oriens;525;Naissatensis;factory;1;;unknown;;;Naissatensis;Insignia viri illustris magistri officiorum;Illyrici quatuor;Naissatensis.
PM000387;Oriens;526;Ratiarensis;factory;1;;unknown;;;Ratiarensis;Insignia viri illustris magistri officiorum;Illyrici quatuor;Ratiarensis.
PM000388;Oriens;527;Horreomargensis;factory;1;;unknown;;;Scutaria;Insignia viri illustris magistri officiorum;Illyrici quatuor;Scutaria Horreomargensis.
PM000389;Oriens;793;Memfi;tail;1;;legion;;;Legio quinta Macadonica;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Legio quinta Macadonica, Memfi.
PM000390;Oriens;794;Babilona;tail;1;;legion;;;Legio tertiadecima gemina;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Legio tertiadecima gemina, Babilona.
PM000391;Oriens;795;Pelusio;tail;1;;equites;;;Equites stablesiani;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Equites stablesiani, Pelusio.
PM000392;Oriens;796;Scenas Ueteranorum;tail;1;;equites;;;Equites Saraceni Thamudeni;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Equites Saraceni Thamudeni, Scenas Ueteranorum.
PM000393;Oriens;797;Andro;tail;1;;legion;;;Legio tertia Diocletiana;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Legio tertia Diocletiana, Andro.
PM000394;Oriens;798;Parembole;tail;1;;legion;;;Legio secunda Traiana;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Legio secunda Traiana, Parembole.
PM000395;Oriens;801;Oasi minore;tail;1;;ala;;;Ala secunda Armeniorum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala secunda Armeniorum, Oasi minore.
PM000396;Oriens;803;Thenenuthi;tail;1;;ala;;;Ala tertia Arabum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala tertia Arabum, Thenenuthi.
PM000397;Oriens;804;Nee;tail;1;;ala;;;Ala octava Vandilorum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala octava Vandilorum, Nee.
PM000398;Oriens;805;Scenas Mandrorum;tail;1;;ala;;;Ala septima Sarmatarum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala septima Sarmatarum, Scenas Mandrorum.
PM000399;Oriens;806;Selle;tail;1;;ala;;;Ala prima Aegyptiorum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala prima Aegyptiorum, Selle.
PM000400;Oriens;807;Rinocoruna;tail;1;;ala;;;Ala veterana Gallorum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala veterana Gallorum, Rinocoruna.
PM000401;Oriens;808;Scenas extra Gerasa;tail;1;;ala;;;Ala prima Herculia;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala prima Herculia, Scenas extra Gerasa.
PM000402;Oriens;809;Scenas Veteranorum;tail;1;;ala;;;Ala quinta Raetorum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala quinta Raetorum, Scenas Veteranorum.
PM000403;Oriens;810;Thinunepis;tail;1;;ala;;;Ala prima Tingitana;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala prima Tingitana, Thinunepis.
PM000404;Oriens;811;Hipponos;tail;1;;ala;;;Ala Apriana;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala Apriana, Hipponos.
PM000405;Oriens;812;Sosteos;tail;1;;ala;;;Ala secunda Assyriorum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala secunda Assyriorum, Sosteos.
PM000406;Oriens;813;Dionisiada;tail;1;;ala;;;Ala quinta Praelectorum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Ala quinta Praelectorum, Dionisiada.
PM000407;Oriens;814;Cefro;tail;1;;cohort;;;Cohors tertia Galatarum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Cohors tertia Galatarum, Cefro.
PM000408;Oriens;815;Busiris;tail;1;;cohort;;;Cohors secunda Astarum;Comes limitis Aegypti;Sub dispositione viri spectabilis comitis rei militaris per Aegyptum;Cohors secunda Astarum, Busiris.
PM000409;Oriens;817;Thaubasteos;tail;1;;ala;;;Ala secunda Ulpia Afrorum;Comes limitis Aegypti;Provinciae Augustamnicae;Ala secunda Ulpia Afrorum, Thaubasteos.
PM000410;Oriens;818;Tacasiria;tail;1;;ala;;;Ala secunda Aegyptiorum;Comes limitis Aegypti;Provinciae Augustamnicae;Ala secunda Aegyptiorum, Tacasiria.
PM000411;Oriens;819;Naithu;tail;1;;cohort;;;Cohors prima sagittariorum;Comes limitis Aegypti;Provinciae Augustamnicae;Cohors prima sagittariorum, Naithu.
PM000412;Oriens;820;Tohu;tail;1;;cohort;;;Cohors prima Augusta Pannoniorum;Comes limitis Aegypti;Provinciae Augustamnicae;Cohors prima Augusta Pannoniorum, Tohu.
PM000413;Oriens;821;Castra Iudaeorum;tail;1;;cohort;;;Cohors prima Epireorum;Comes limitis Aegypti;Provinciae Augustamnicae;Cohors prima Epireorum, Castra Iudaeorum.
PM000414;Oriens;822;Affrodito;tail;1;;cohort;;;Cohors quarta Iuthungorum;Comes limitis Aegypti;Provinciae Augustamnicae;Cohors quarta Iuthungorum, Affrodito.
PM000415;Oriens;823;Aiy;tail;1;;cohort;;;Cohors secunda Ituraeorum;Comes limitis Aegypti;Provinciae Augustamnicae;Cohors secunda Ituraeorum, Aiy.
PM000416;Oriens;824;Muson;tail;1;;cohort;;;Cohors secunda Thracum;Comes limitis Aegypti;Provinciae Augustamnicae;Cohors secunda Thracum, Muson.
PM000417;Oriens;825;Narmunthi;tail;1;;cohort;;;Cohors quarta Numidarum;Comes limitis Aegypti;Provinciae Augustamnicae;Cohors quarta Numidarum, Narmunthi.
PM000418;Oriens;863;Lico;tail;1;;cuneus;;;Cuneus equitum Maurorum scutariorum;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Cuneus equitum Maurorum scutariorum, Lico.
PM000419;Oriens;864;Hermupoli;tail;1;;cuneus;;;Cuneus equitum scutariorum;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Cuneus equitum scutariorum, Hermupoli.
PM000420;Oriens;865;Tentira;tail;1;;equites;;;Equites sagittarii indigenae;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Equites sagittarii indigenae, Tentira.
PM000421;Oriens;866;Copto;tail;1;;equites;;;Equites sagittarii indigenae;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Equites sagittarii indigenae, Copto.
PM000422;Oriens;867;Diospoli;tail;1;;equites;;;Equites sagittarii indigenae;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Equites sagittarii indigenae, Diospoli.
PM000423;Oriens;868;Lato;tail;1;;equites;;;Equites sagittarii indigenae;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Equites sagittarii indigenae, Lato.
PM000424;Oriens;869;Maximianopoli;tail;1;;equites;;;Equites sagittarii indigenae;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Equites sagittarii indigenae, Maximianopoli.
PM000425;Oriens;871;Ombos;tail;1;;legion;;;Legio tertia Diocletiana;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Legio tertia Diocletiana, Ombos.
PM000426;Oriens;872;Cusas;tail;1;;legion;;;Legio secunda Flavia Constantia Thebaeorum;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Legio secunda Flavia Constantia Thebaeorum, Cusas.
PM000427;Oriens;873;Apollonos superioris;tail;1;;legion;;;Legio secunda Traiana;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Legio secunda Traiana, Apollonos superioris.
PM000428;Oriens;874;Syene;tail;1;;milites;;;Milites Miliarenses;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Milites Miliarenses, Syene.
PM000429;Oriens;875;Copto;tail;1;;legion;;;Legio prima Valentiniana;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Legio prima Valentiniana, Copto.
PM000430;Oriens;876;Filas;tail;1;;legion;;;Legio prima Maximiana;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Legio prima Maximiana, Filas.
PM000431;Oriens;877;Thebas;tail;1;;legion;;;Legio tertia Diocletiana;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Legio tertia Diocletiana, Thebas.
PM000432;Oriens;878;Hermunthi;tail;1;;legion;;;Legio secunda Valentiniana;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Legio secunda Valentiniana, Hermunthi.
PM000433;Oriens;879;Asfynis;tail;1;;equites;;;Equites felices Honoriani;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Equites felices Honoriani, Asfynis.
PM000434;Oriens;880;Hibeos - Oaseos maioris;tail;1;;ala;;;Ala prima Abasgorum;Dux Thebaidos;Sub dispositione viri spectabilis ducis Thebaidos;Ala prima Abasgorum, Hibeos - Oaseos maioris.
PM000435;Oriens;882;Poisrietemidos;tail;1;;ala;;;Ala secunda Hispanorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala secunda Hispanorum, Poisrietemidos.
PM000436;Oriens;883;Pescla;tail;1;;ala;;;Ala Germanorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala Germanorum, Pescla.
PM000437;Oriens;884;Isiu;tail;1;;ala;;;Ala quarta Britonum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala quarta Britonum, Isiu.
PM000438;Oriens;885;Thmou;tail;1;;ala;;;Ala prima Hiberorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala prima Hiberorum, Thmou.
PM000439;Oriens;886;Chenoboscia;tail;1;;ala;;;Ala Neptunia;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala Neptunia, Chenoboscia.
PM000440;Oriens;887;Maximianopoli;tail;1;;ala;;;Ala tertia dromedariorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala tertia dromedariorum, Maximianopoli.
PM000441;Oriens;888;Foenicionis;tail;1;;ala;;;Ala octava Palmyrenorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala octava Palmyrenorum, Foenicionis.
PM000442;Oriens;891;Pampane;tail;1;;ala;;;Ala prima Iovia catafractariorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala prima Iovia catafractariorum, Pampane.
PM000443;Oriens;892;Abydum - Abocedo;tail;1;;ala;;;Ala octava ....;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala octava ....., Abydum - Abocedo.
PM000444;Oriens;893;Psinaula;tail;1;;ala;;;Ala secunda Herculia dromedariorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala secunda Herculia dromedariorum, Psinaula.
PM000445;Oriens;894;Oasi maiore;tail;1;;ala;;;Ala prima Abasgorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala prima Abasgorum, Oasi maiore.
PM000446;Oriens;895;Oasi minore - Trimtheos;tail;1;;ala;;;Ala prima Quadorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala prima Quadorum, Oasi minore - Trimtheos.
PM000447;Oriens;896;Precteos;tail;1;;ala;;;Ala prima Valeria dromedariorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Ala prima Valeria dromedariorum, Precteos.
PM000448;Oriens;898;Mutheos;tail;1;;cohort;;;Cohors scutata civium Romanorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Cohors scutata civium Romanorum, Mutheos.
PM000449;Oriens;899;Silili;tail;1;;cohort;;;Cohors prima Apamenorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Cohors prima Apamenorum, Silili.
PM000450;Oriens;900;Peamu;tail;1;;cohort;;;Cohors undecima Chamauorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Cohors undecima Chamauorum, Peamu.
PM000451;Oriens;901;Nitnu;tail;1;;cohort;;;Cohors nona Tzanorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Cohors nona Tzanorum, Nitnu.
PM000452;Oriens;902;Burgo Severi;tail;1;;cohort;;;Cohors nona Alamannorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Cohors nona Alamannorum, Burgo Severi.
PM000453;Oriens;904;Suene;tail;1;;cohort;;;Cohors quinta Suentium;Dux Thebaidos;Et quae de minore laterculo emittuntur;Cohors quinta Suentium, Suene.
PM000454;Oriens;905;Lapidariorum;castris;1;;cohort;;;Cohors sexta saginarum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Cohors sexta saginarum, in Castris Lapidariorum.
PM000455;Oriens;906;Diospoli;tail;1;;cohort;;;Cohors septima Francorum;Dux Thebaidos;Et quae de minore laterculo emittuntur;Cohors septima Francorum, Diospoli.
PM000456;Oriens;919;Otthara;tail;1;;equites;;;Equites Mauri Illyriciani;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites Mauri Illyriciani, Otthara.
PM000457;Oriens;920;Euhari;tail;1;;equites;;;Equites scutarii Illyriciani;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites scutarii Illyriciani, Euhari.
PM000458;Oriens;921;Saltatha;tail;1;;equites;;;Equites promoti indigenae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites promoti indigenae, Saltatha.
PM000459;Oriens;922;Lataui;tail;1;;equites;;;Equites Dalmatae Illyriciani;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites Dalmatae Illyriciani, Lataui.
PM000460;Oriens;923;Auatha;tail;1;;equites;;;Equites promoto indigenae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites promoto indigenae, Auatha.
PM000461;Oriens;924;Nazala;tail;1;;equites;;;Equites promoti indigenae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites promoti indigenae, Nazala.
PM000462;Oriens;925;Abina;tail;1;;equites;;;Equites sagittarii indigenae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites sagittarii indigenae, Abina.
PM000463;Oriens;926;Casama;tail;1;;equites;;;Equites sagittarii indigenae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites sagittarii indigenae, Casama.
PM000464;Oriens;927;Calamona;tail;1;;equites;;;Equites sagittarii indigenae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites sagittarii indigenae, Calamona.
PM000465;Oriens;928;Betproclis;tail;1;;equites;;;Equites Saraceni indigenae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites Saraceni indigenae, Betproclis.
PM000466;Oriens;929;Thelsee;tail;1;;equites;;;Equites Saraceni;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites Saraceni, Thelsee.
PM000467;Oriens;930;Adatha;tail;1;;equites;;;Equites sagittarii indigenae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Equites sagittarii indigenae, Adatha.
PM000468;Oriens;931;Palmira;tail;1;;unknown;praefectus;Praefectus;legionis primae Illyricorum;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Praefectus legionis primae Illyricorum, Palmira.
PM000469;Oriens;932;Danaba;tail;1;;unknown;praefectus;Praefectus;legionis tertiae Gallicae;Dux Foenicis;Sub dispositione viri spectabilis ducis Foenicis;Praefectus legionis tertiae Gallicae, Danaba.
PM000470;Oriens;934;Monte Iovis;tail;1;;ala;;;Ala prima Damascena;Dux Foenicis;Et quae de minore laterculo emittuntur;Ala prima Damascena, Monte Iovis.
PM000471;Oriens;935;Veriaraca;tail;1;;ala;;;Ala noun Diocletiana;Dux Foenicis;Et quae de minore laterculo emittuntur;Ala noun Diocletiana, Veriaraca.
PM000472;Oriens;936;Cunna;tail;1;;ala;;;Ala prima Francorum;Dux Foenicis;Et quae de minore laterculo emittuntur;Ala prima Francorum, Cunna.
PM000473;Oriens;937;Neia;tail;1;;ala;;;Ala prima Alamannorum;Dux Foenicis;Et quae de minore laterculo emittuntur;Ala prima Alamannorum, Neia.
PM000474;Oriens;938;Verofabula;tail;1;;ala;;;Ala prima Saxonum;Dux Foenicis;Et quae de minore laterculo emittuntur;Ala prima Saxonum, Verofabula.
PM000475;Oriens;939;Rene;tail;1;;ala;;;Ala prima Foenicum;Dux Foenicis;Et quae de minore laterculo emittuntur;Ala prima Foenicum, Rene.
PM000476;Oriens;940;Arefa;tail;1;;ala;;;Ala secunda Salutis;Dux Foenicis;Et quae de minore laterculo emittuntur;Ala secunda Salutis, Arefa.
PM000477;Oriens;941;Veranoca;tail;1;;cohort;;;Cohors tetria Herculia;Dux Foenicis;Et quae de minore laterculo emittuntur;Cohors tetria Herculia, Veranoca.
PM000478;Oriens;942;Oneuatha;tail;1;;cohort;;;Cohors quinta pacta Alamannorum;Dux Foenicis;Et quae de minore laterculo emittuntur;Cohors quinta pacta Alamannorum, Oneuatha.
PM000479;Oriens;943;Vale Alba;tail;1;;cohort;;;Cohors prima Iulia lectorum;Dux Foenicis;Et quae de minore laterculo emittuntur;Cohors prima Iulia lectorum, Vale Alba.
PM000480;Oriens;944;Valle Diocletiana;tail;1;;cohort;;;Cohors secunda Aegyptiorum;Dux Foenicis;Et quae de minore laterculo emittuntur;Cohors secunda Aegyptiorum, Valle Diocletiana.
PM000481;Oriens;945;Thama;tail;1;;cohort;;;Cohors prima Orientalis;Dux Foenicis;Et quae de minore laterculo emittuntur;Cohors prima Orientalis, Thama.
PM000482;Oriens;958;Serianae;tail;1;;equites;;;Equites scutarii Illyriciani;Dux Syriae;Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae;Equites scutarii Illyriciani, Serianae.
PM000483;Oriens;959;Occariba;tail;1;;equites;;;Equites promoti Illyriciani;Dux Syriae;Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae;Equites promoti Illyriciani, Occariba.
PM000484;Oriens;960;Matthana;tail;1;;equites;;;Equites sagittarii indigenae;Dux Syriae;Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae;Equites sagittarii indigenae, Matthana.
PM000485;Oriens;961;Adada;tail;1;;equites;;;Equites promoti indigenae;Dux Syriae;Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae;Equites promoti indigenae, Adada.
PM000486;Oriens;962;Anatha;tail;1;;equites;;;Equites sagittarii indigenae;Dux Syriae;Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae;Equites sagittarii indigenae, Anatha.
PM000487;Oriens;963;Acadama;tail;1;;equites;;;Equites sagittarii;Dux Syriae;Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae;Equites sagittarii, Acadama.
PM000488;Oriens;964;Acauatha;tail;1;;equites;;;Equites sagittarii;Dux Syriae;Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae;Equites sagittarii, Acauatha.
PM000489;Oriens;965;Oresa;tail;1;;unknown;praefectus;Praefectus;legionis quartae Scythicae;Dux Syriae;Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae;Praefectus legionis quartae Scythicae, Oresa.
PM000490;Oriens;967;Barbalisso;tail;1;;equites;;;Equites Dalmatae Illyriciani;Dux Syriae;In Augusta Eufratensi;Equites Dalmatae Illyriciani, Barbalisso.
PM000491;Oriens;968;Neocaesereae;tail;1;;equites;;;Equites Mauri Illyriciani;Dux Syriae;In Augusta Eufratensi;Equites Mauri Illyriciani, Neocaesereae.
PM000492;Oriens;969;Rosafa;tail;1;;equites;;;Equites promoti indigenae;Dux Syriae;In Augusta Eufratensi;Equites promoti indigenae, Rosafa.
PM000493;Oriens;970;Sura;tail;1;;unknown;praefectus;Praefectus;legionis sextaedecimae Flaviae firmae;Dux Syriae;In Augusta Eufratensi;Praefectus legionis sextaedecimae Flaviae firmae, Sura.
PM000494;Oriens;972;Ammuda;tail;1;;ala;;;Ala prima nova Herculia;Dux Syriae;Et quae de minor laterculo emittuntur;Ala prima nova Herculia, Ammuda.
PM000495;Oriens;973;Salutaria;tail;1;;ala;;;Ala prima Iuthungorum;Dux Syriae;Et quae de minor laterculo emittuntur;Ala prima Iuthungorum, Salutaria.
PM000496;Oriens;974;Helela;tail;1;;cohort;;;Cohors prima Gotthorum;Dux Syriae;Et quae de minor laterculo emittuntur;Cohors prima Gotthorum, Helela.
PM000497;Oriens;975;Claudiana;tail;1;;cohort;;;Cohors prima Ulpia Dacorum;Dux Syriae;Et quae de minor laterculo emittuntur;Cohors prima Ulpia Dacorum, Claudiana.
PM000498;Oriens;976;Marmantharum;tail;1;;cohort;;;Cohors tertia Valeria;Dux Syriae;Et quae de minor laterculo emittuntur;Cohors tertia Valeria, Marmantharum.
PM000499;Oriens;977;Ammattha;tail;1;;cohort;;;Cohors prima victorum;Dux Syriae;Et quae de minor laterculo emittuntur;Cohors prima victorum, Ammattha.
PM000500;Oriens;990;Benosabae;tail;1;;equites;;;Equites Dalmatae Illyriciani;Dux Palaestinae;;Equites Dalmatae Illyriciani, Benosabae.
PM000501;Oriens;991;Benosabae;tail;1;;equites;;;Equites Dalmatae Illyriciani;Dux Palaestinae;;Equites Dalmatae Illyriciani, Benosabae.
PM000502;Oriens;992;Menochiae;tail;1;;equites;;;Equites promoti Illyriciani;Dux Palaestinae;;Equites promoti Illyriciani, Menochiae.
PM000503;Oriens;993;Chermulae;tail;1;;equites;;;Equites scutarii Illyriciani;Dux Palaestinae;;Equites scutarii Illyriciani, Chermulae.
PM000504;Oriens;994;Aeliae;tail;1;;equites;;;Equites Mauri Illyriciani;Dux Palaestinae;;Equites Mauri Illyriciani, Aeliae.
PM000505;Oriens;995;Birsama;tail;1;;equites;;;Equites Thamudeni Illyriciani;Dux Palaestinae;;Equites Thamudeni Illyriciani, Birsama.
PM000506;Oriens;996;Sabaiae;tail;1;;equites;;;Equites promiti indigenae;Dux Palaestinae;;Equites promiti indigenae, Sabaiae.
PM000507;Oriens;997;Zodocathae;tail;1;;equites;;;Equites promiti indigenae;Dux Palaestinae;;Equites promiti indigenae, Zodocathae.
PM000508;Oriens;998;Hauanae;tail;1;;equites;;;Equites sagittarii indigenae;Dux Palaestinae;;Equites sagittarii indigenae, Hauanae.
