contextId,placeId,placeName,office,unit,chapter,document
PC000047,PLC00045,alio a parte equitum,,"Principem ex officiis magistrorum militum praesentalium, uno anno a parte peditum",Comes Africae,Occidentis
PC000509,PLC00065,singulos ex utrisque officiis suprascriptis,,Numerarios duos,Comes Britanniae,Occidentis
PC000048,PLC00054,alio anno a parte equitum,,"Principem ex officiis magistrorum militum praesentalium, uno anno a parte peditum",Comes Tingitaniae,Occidentis
PC000111,PLC00048,Aulucos,Tribunus,cohortis primae Herculeae,Comes Tingitaniae,Occidentis
PC000180,PLC00049,Castrabarensis,Tribunus,cohortis primae Ityraeorum,Comes Tingitaniae,Occidentis
PC000254,PLC00047,Duga,Tribunus,cohortis secundae Hispanorum,Comes Tingitaniae,Occidentis
PC000276,PLC00053,Friglas,Tribunus,cohortis Friglensis,Comes Tingitaniae,Occidentis
PC000421,PLC00051,Pacatiana,Tribunus,cohortis Pacatianensis,Comes Tingitaniae,Occidentis
PC000480,PLC00050,Sala,Tribunus,cohortis .......,Comes Tingitaniae,Occidentis
PC000507,PLC00055,singulos ex officiis supradictis,,Numerarios duos,Comes Tingitaniae,Occidentis
PC000529,PLC00052,Tabernas,Tribunus,cohortis tertiae Asturum,Comes Tingitaniae,Occidentis
PC000535,PLC00046,Tamuco,Praefectus,alae Herculeae,Comes Tingitaniae,Occidentis
PC000066,PLC00063,Anderidos,Praepositus,numeri Abulcorum,Comes litoris Saxonici per Britanniam,Occidentis
PC000144,PLC00059,Branoduno,Praepositus,equitum Dalmatarum Branodunensium,Comes litoris Saxonici per Britanniam,Occidentis
PC000253,PLC00057,Dubris,Praepositus,militum Tungrecanorum,Comes litoris Saxonici per Britanniam,Occidentis
PC000282,PLC00060,Gariannonor,Praepositus,equitum stablesianorum Gariannonensium,Comes litoris Saxonici per Britanniam,Occidentis
PC000325,PLC00058,Lemannis,Praepositus,numeri Turnacensium,Comes litoris Saxonici per Britanniam,Occidentis
PC000419,PLC00056,Othonae,Praepositus,numeri Fortensium,Comes litoris Saxonici per Britanniam,Occidentis
PC000445,PLC00064,Portum Adurni,Praepositus,numeri exploratorum,Comes litoris Saxonici per Britanniam,Occidentis
PC000463,PLC00061,Regulbio,Tribunus,cohortis primae Baetasiorum,Comes litoris Saxonici per Britanniam,Occidentis
PC000475,PLC00062,Rutupis,Praefectus,legionis secundae Augustae,Comes litoris Saxonici per Britanniam,Occidentis
PC000346,PLC00208,Marcis in litore Saxonico,,Equites Dalmatae,Dux Belgicae secundae,Occidentis
PC000444,PLC00210,Portu Epatiaci,Tribunus,militum Neruiorum,Dux Belgicae secundae,Occidentis
PC000001,PLC00238,Aballaba,Praefectus,numeri Maurorum Aurelianorum,Dux Britanniarum,Occidentis
PC000035,PLC00233,Aesica,Tribunus,cohortis primae Asturum,Dux Britanniarum,Occidentis
PC000049,PLC00244,Alione,Tribunus,cohortis tertiae Neruiorum,Dux Britanniarum,Occidentis
PC000059,PLC00235,Amboglanna,Tribunus,cohortis primae Aeliae Dacorum,Dux Britanniarum,Occidentis
PC000086,PLC00214,Arbeia,Praefectus,numeri barcariorum Tigrisiensium,Dux Britanniarum,Occidentis
PC000115,PLC00240,Axeloduno,Tribunus,cohortis primae Hispanorum,Dux Britanniarum,Occidentis
PC000123,PLC00219,Barboniaco,Praefectus,numeri defensorum,Dux Britanniarum,Occidentis
PC000142,PLC00231,Borcovicio,Tribunus,cohortis primae Tungrorum,Dux Britanniarum,Occidentis
PC000146,PLC00245,Bremetenraco,,Cuneus Sarmatarum,Dux Britanniarum,Occidentis
PC000191,PLC00229,Cilurno,Praefectus,alae secundae Asturum,Dux Britanniarum,Occidentis
PC000200,PLC00216,Concangios,Praefectus,numeri vigilum,Dux Britanniarum,Occidentis
PC000201,PLC00226,Conderco,Praefectus,alae primae Asturum,Dux Britanniarum,Occidentis
PC000204,PLC00239,Congavata,Tribunus,cohortis secundae Lingonum,Dux Britanniarum,Occidentis
PC000238,PLC00212,Dano,Praefectus,equitum Crispianorum,Dux Britanniarum,Occidentis
PC000240,PLC00223,Deruentione,Praefectus,numeri supervenientium Petueriensium,Dux Britanniarum,Occidentis
PC000242,PLC00215,Dicti,Praefectus,numeri Neruiorum Dictensium,Dux Britanniarum,Occidentis
PC000277,PLC00241,Gabrosenti,Tribunus,cohortis secundae Thracum,Dux Britanniarum,Occidentis
PC000284,PLC00243,Glannibanta,Tribunus,cohortis primae Morinorum,Dux Britanniarum,Occidentis
PC000300,PLC00228,Hunno,Praefectus,alae Sabinianae,Dux Britanniarum,Occidentis
PC000323,PLC00217,Lavatres,Praefectus,numeri exploratorum,Dux Britanniarum,Occidentis
PC000334,PLC00222,Longovicio,Praefectus,numeri Longovicanorum,Dux Britanniarum,Occidentis
PC000336,PLC00237,Luguvallii,,........................,Dux Britanniarum,Occidentis
PC000339,PLC00221,Magis,Praefectus,numeri Pacensium,Dux Britanniarum,Occidentis
PC000340,PLC00220,Maglone,Praefectus,numeri Solensium,Dux Britanniarum,Occidentis
PC000341,PLC00234,Magnis,Tribunus,cohortis secundae Dalmatarum,Dux Britanniarum,Occidentis
PC000370,PLC00213,Morbio,Praefectus,equitum catafractariorum,Dux Britanniarum,Occidentis
PC000410,PLC00246,Olenaco,Praefectus,alae primae Herculeae,Dux Britanniarum,Occidentis
PC000436,PLC00236,Petrianis,Praefectus,alae Petrianae,Dux Britanniarum,Occidentis
PC000443,PLC00225,Ponte Aeli,Tribunus,cohortis primae Cornoviorum,Dux Britanniarum,Occidentis
PC000446,PLC00211,Praesidio,Praefectus,equitum Dalmatarum,Dux Britanniarum,Occidentis
PC000449,PLC00230,Procolitia,Tribunus,cohortis primae Batavorum,Dux Britanniarum,Occidentis
PC000496,PLC00224,Segeduno,Tribunus,cohortis quartae Lingonum,Dux Britanniarum,Occidentis
PC000583,PLC00242,Tunnocelo,Tribunus,cohortis primae Aeliae classicae,Dux Britanniarum,Occidentis
PC000603,PLC00218,Verteris,Praefectus,numeri directorum,Dux Britanniarum,Occidentis
PC000611,PLC00227,Vindobala,Tribunus,cohortis primae Frixagorum,Dux Britanniarum,Occidentis
PC000612,PLC00232,Vindolana,Tribunus,cohortis quartae Gallorum,Dux Britanniarum,Occidentis
PC000614,PLC00247,Virosido,Tribunus,cohortis sextae Neruiorum,Dux Britanniarum,Occidentis
PC000056,PLC00252,Alta Ripa,Praefectus,militum Martensium,Dux Mogontiacensis,Occidentis
PC000071,PLC00258,Antonaco,Praefectus,militum Acincensium,Dux Mogontiacensis,Occidentis
PC000132,PLC00255,Bingio,Praefectus,militum Bingensium,Dux Mogontiacensis,Occidentis
PC000136,PLC00256,Bodobrica,Praefectus,militum balistariorum,Dux Mogontiacensis,Occidentis
PC000202,PLC00257,Confluentibus,Praefectus,militum defensorum,Dux Mogontiacensis,Occidentis
PC000367,PLC00254,Mogontiaco,Praefectus,militum armigerorum,Dux Mogontiacensis,Occidentis
PC000381,PLC00251,Nemetis,Praefectus,militum vindicum,Dux Mogontiacensis,Occidentis
PC000481,PLC00248,Saletione,Praefectus,militum Pacensium,Dux Mogontiacensis,Occidentis
PC000530,PLC00249,Tabernis,Praefectus,militum Menapiorum,Dux Mogontiacensis,Occidentis
PC000591,PLC00253,Vangiones,Praefectus,militum secundae Flaviae,Dux Mogontiacensis,Occidentis
PC000605,PLC00250,Vico Iulio,Praefectus,militum Anderetianorum,Dux Mogontiacensis,Occidentis
PC000009,PLC00071,Aciminci,,Cuneus equitum constantium,Dux Pannoniae,Occidentis
PC000010,PLC00080,Acimirci,,Equites sagittarii,Dux Pannoniae,Occidentis
PC000014,PLC00084,ad Herculem,,Auxilia Herculensia,Dux Pannoniae,Occidentis
PC000043,PLC00074,Albano,,Equites Dalmatae,Dux Pannoniae,Occidentis
PC000097,PLC00085,Arsaciana siue Novas,,Auxilia Novensia,Dux Pannoniae,Occidentis
PC000139,PLC00089,Bononiae,Praefectus,legionis quintae Ioviae cohortis quintae partis superioris,Dux Pannoniae,Occidentis
PC000141,PLC00078,Bonoriae,,Equites Dalmatae,Dux Pannoniae,Occidentis
PC000147,PLC00069,Burgenas,,Cuneus equitum Constantianorum,Dux Pannoniae,Occidentis
PC000148,PLC00090,Burgenas,Praefectus,legionis quintae Ioviae,Dux Pannoniae,Occidentis
PC000149,PLC00082,Burgentas,,Equites Dalmatae,Dux Pannoniae,Occidentis
PC000171,PLC00103,Caput Basensis,Tribunus,cohortis primae Thracum civium Romanorum,Dux Pannoniae,Occidentis
PC000213,PLC00086,contra Bononiam in barbarico in castello Onagrino,,Auxilia Augustensia,Dux Pannoniae,Occidentis
PC000219,PLC00067,Cornacii,,Cuneus equitum scutariorum,Dux Pannoniae,Occidentis
PC000220,PLC00076,Cornaco,,Equites Dalmatae,Dux Pannoniae,Occidentis
PC000224,PLC00070,Cuccis,,Cuneus equitum promotorum,Dux Pannoniae,Occidentis
PC000225,PLC00077,Cuccis,,Equites sagittarii,Dux Pannoniae,Occidentis
PC000231,PLC00079,Cusi,,Equites Dalmatae,Dux Pannoniae,Occidentis
PC000286,PLC00095,Graio,Praefectus,classis secundae Flaviae,Dux Pannoniae,Occidentis
PC000328,PLC00102,Leonatae,Tribunus,cohortis primae Ioviae,Dux Pannoniae,Occidentis
PC000372,PLC00096,Mursae,Praefectus,classis Histricae,Dux Pannoniae,Occidentis
PC000393,PLC00073,Novas,,Equites Dalmatae,Dux Pannoniae,Occidentis
PC000468,PLC00081,Ricti,,Equites Dalmatae,Dux Pannoniae,Occidentis
PC000494,PLC00072,Secundarum,,Cuneus equitum Italicianorum,Dux Pannoniae,Occidentis
PC000499,PLC00099,Seruitii,Praefectus,classis primae Pannonicae,Dux Pannoniae,Occidentis
PC000511,PLC00098,Sirmi,,Ala Sirmensis,Dux Pannoniae,Occidentis
PC000512,PLC00094,Sirmi,Praefectus,classis primae Flaviae Augustae,Dux Pannoniae,Occidentis
PC000513,PLC00093,Sirmi,Praefectus,militum Calcariensium,Dux Pannoniae,Occidentis
PC000514,PLC00101,Sisciae,Tribunus,cohortis tertiae Alpinorum,Dux Pannoniae,Occidentis
PC000538,PLC00083,Tauruno,,Equites promoti,Dux Pannoniae,Occidentis
PC000539,PLC00088,Tauruno siue Marsonia,,Auxilia ascarii,Dux Pannoniae,Occidentis
PC000545,PLC00075,Teutibarcio,,Equites promoti,Dux Pannoniae,Occidentis
PC000546,PLC00068,Teutiborgio,,Cuneus equitum Dalmatarum,Dux Pannoniae,Occidentis
PC000547,PLC00091,Teutiborgio,Praefectus,legionis sextae Herculeae,Dux Pannoniae,Occidentis
PC000015,PLC00152,Ad Herculem,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PC000018,PLC00161,Ad Mauros,,Equites promoti,Dux Pannoniae primae,Occidentis
PC000024,PLC00170,Adiuuense,Praefectus,legionis primae Noricorum militum liburnariorum cohortis Quintae partis superioris,Dux Pannoniae primae,Occidentis
PC000034,PLC00151,Aequinoctoiae,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PC000041,PLC00150,Ala Nova,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PC000091,PLC00164,Arlape,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PC000092,PLC00147,Arrabonae,,Cuneus equitum stablesianorum,Dux Pannoniae primae,Occidentis
PC000093,PLC00148,Arrabonae,,Equites promoti,Dux Pannoniae primae,Occidentis
PC000094,PLC00158,Arrabonae,Praefectus,legionis decimae et quartaedecimaegeminae geminarum militum liburnariorum,Dux Pannoniae primae,Occidentis
PC000095,PLC00160,Arrianis,Tribunus,cohortis,Dux Pannoniae primae,Occidentis
PC000096,PLC00159,Arrunto siue Vindomanae,Praefectus,classis Histricae,Dux Pannoniae primae,Occidentis
PC000110,PLC00165,Augustianis,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PC000113,PLC00173,Austuris,Tribunus,cohortis,Dux Pannoniae primae,Occidentis
PC000137,PLC00172,Boiodoro,Tribunus,cohortis,Dux Pannoniae primae,Occidentis
PC000169,PLC00174,Cannabiaca,Tribunus,cohortis,Dux Pannoniae primae,Occidentis
PC000174,PLC00157,Carnunto,Praefectus,legionis quartaedecimaegeminae militum liburnariorum cohortis quintae partis superior,Dux Pannoniae primae,Occidentis
PC000198,PLC00166,Comagenis,,Equites promoti,Dux Pannoniae primae,Occidentis
PC000263,PLC00171,Fafianae,Praefectus,legionis liburnariorum primorum Noricorum,Dux Pannoniae primae,Occidentis
PC000268,PLC00146,Flexo,,Cuneus equitum Dalmatarum,Dux Pannoniae primae,Occidentis
PC000269,PLC00154,Flexo,,Equites promoti,Dux Pannoniae primae,Occidentis
PC000283,PLC00153,Gerolate,,Equites sagittarii,Dux Pannoniae primae,Occidentis
PC000310,PLC00167,Ioviaco,Praefectus,legionis secundae Italicae militum liburnariorum,Dux Pannoniae primae,Occidentis
PC000315,PLC00163,Lacufelicis,,Equites sagittarii,Dux Pannoniae primae,Occidentis
PC000322,PLC00169,Lauriaco,Praefectus,legionis secundae Italicae,Dux Pannoniae primae,Occidentis
PC000326,PLC00162,Lentiae,,Equites sagittarii,Dux Pannoniae primae,Occidentis
PC000327,PLC00168,Lentiae,Praefectus,legionis secundae Italicae partis inferioris,Dux Pannoniae primae,Occidentis
PC000452,PLC00155,Quadrato,,Equites Mauri,Dux Pannoniae primae,Occidentis
PC000454,PLC00149,Quadriburgio,,Equites sagittarii,Dux Pannoniae primae,Occidentis
PC000613,PLC00156,Vindomarae,Praefectus,legionis decimae geminae,Dux Pannoniae primae,Occidentis
PC000004,PLC00186,Abusina,Tribunus,cohortis tertiae Brittorum,Dux Raetiae,Occidentis
PC000087,PLC00195,Arbore,Tribunus,cohortis Herculeae Pannoniorum,Dux Raetiae,Occidentis
PC000109,PLC00175,Augustanis,,Equites stablesiani seniores,Dux Raetiae,Occidentis
PC000124,PLC00185,Batavis,Tribunus,cohortis novae Batavorum,Dux Raetiae,Occidentis
PC000157,PLC00191,Caelio,Tribunus,cohortis tertiae Herculeae Pannoniorum,Dux Raetiae,Occidentis
PC000166,PLC00180,Cambidano,Praefectus,legionis tertiae Italicae pro parte media praetendentis a Vimania Cassiliacum usque,Dux Raetiae,Occidentis
PC000203,PLC00193,Confluentibus siue Brecantia,Praefectus,numeri barbaricariorum,Dux Raetiae,Occidentis
PC000262,PLC00196,ex utrisque officiis praesentalibus singulos,,Numerarios duos,Dux Raetiae,Occidentis
PC000274,PLC00182,Foetibus,Praefectus,legionis tertiae Italicae transvectioni specierum deputatae,Dux Raetiae,Occidentis
PC000291,PLC00181,Guntiae,Praefectus,militum Ursariensium,Dux Raetiae,Occidentis
PC000396,PLC00176,nunc Febians,,"Equites stablesiani iuniores, Ponte Aoni",Dux Raetiae,Occidentis
PC000398,PLC00178,nunc Vallato,Praefectus,"legionis tertiae Italicae partis superioris, Castra Regina",Dux Raetiae,Occidentis
PC000430,PLC00189,Parroduno,Tribunus,cohortis primae Herculeae Raetorum,Dux Raetiae,Occidentis
PC000440,PLC00190,Pinianis,Tribunus,cohortis quintae Valeriae Frygum,Dux Raetiae,Occidentis
PC000455,PLC00184,Quintanis,Praefectus,alae primae Flaviae Raetorum,Dux Raetiae,Occidentis
PC000521,PLC00177,Submuntorio,,Equites stablesiani iuniores,Dux Raetiae,Occidentis
PC000522,PLC00179,Submuntorio,Praefectus,legionis tertiae Italicae partis superioris deputatae ripae primae,Dux Raetiae,Occidentis
PC000544,PLC00183,Teriolis,Praefectus,legionis tertiae Italicae transvectioni specierum deputatae,Dux Raetiae,Occidentis
PC000543,PLC00192,Teriolis,Tribunus,gentis per Raetias deputatae,Dux Raetiae,Occidentis
PC000589,PLC00187,Vallatio,Praefectus,alae secundae Valeriae singularis,Dux Raetiae,Occidentis
PC000595,PLC00188,Venaxamodorum,Tribunus,cohortis sextae Valeriaae Raetorum,Dux Raetiae,Occidentis
PC000607,PLC00194,Vimania,Praefectus,alae secundae Valeriae Sequanorum,Dux Raetiae,Occidentis
PC000508,PLC00066,singulos ex officiis suprascriptis,,Numerarios duos,Dux et praeses provinciae Mauritaniae,Occidentis
PC000411,PLC00197,Olitione,,Milites Latavienses,Dux provinciae Sequanici,Occidentis
PC000011,PLC00134,Acinco,Praefectus,legionis secundae adiutricis partis superioris,Dux provinciae Valeriae,Occidentis
PC000012,PLC00142,ad burgum Centenarium,Tribunus,cohortis,Dux provinciae Valeriae,Occidentis
PC000016,PLC00126,Ad Herculem,,Auxilia Herculensia,Dux provinciae Valeriae,Occidentis
PC000017,PLC00112,Ad Herculem,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000019,PLC00125,Ad Militare,,Equites Flavianenses,Dux provinciae Valeriae,Occidentis
PC000021,PLC00122,Ad Statuas,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000026,PLC00119,Adnamantia,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000044,PLC00143,Alesacae,Tribunus,cohortis,Dux provinciae Valeriae,Occidentis
PC000050,PLC00132,Aliscae,Praefectus,legionis secundae adiutricis cohortis quintae partis superioris,Dux provinciae Valeriae,Occidentis
PC000058,PLC00108,Altino,,Cuneus equitum Fortensium,Dux provinciae Valeriae,Occidentis
PC000145,PLC00131,Bregtione,Praefectus,legionis primae adiutricis cohortis quintae partis superioris,Dux provinciae Valeriae,Occidentis
PC000167,PLC00115,Campona,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000172,PLC00130,Cardabiaca,,Auxilia insidiatorum,Dux provinciae Valeriae,Occidentis
PC000194,PLC00129,Cirpe,,Auxilia Fortensia,Dux provinciae Valeriae,Occidentis
PC000195,PLC00113,Cirpi,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000196,PLC00136,Cirpi,Praefectus,legionis secundae adiutricis,Dux provinciae Valeriae,Occidentis
PC000207,PLC00114,Constantiae,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000211,PLC00128,contra Acinco in barbarico,,Auxilia vigilum,Dux provinciae Valeriae,Occidentis
PC000223,PLC00110,Crumero,,Equites promoti,Dux provinciae Valeriae,Occidentis
PC000270,PLC00123,Florentiae,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000271,PLC00138,Florentiae,Praefectus,classis Histricae,Dux provinciae Valeriae,Occidentis
PC000272,PLC00133,Florentiae,Praefectus,legionis secundae adiutricis partis inferioris,Dux provinciae Valeriae,Occidentis
PC000307,PLC00105,Intercisa,,Cuneus equitum Dalmatarum,Dux provinciae Valeriae,Occidentis
PC000308,PLC00118,Intercisa,,Equites sagittarii,Dux provinciae Valeriae,Occidentis
PC000309,PLC00141,Iovia,Tribunus,cohortis,Dux provinciae Valeriae,Occidentis
PC000337,PLC00120,Lussonio,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000338,PLC00137,Lussonio,Praefectus,legionis secundae adiutricis,Dux provinciae Valeriae,Occidentis
PC000349,PLC00144,Marinanae,Tribunus,cohortis,Dux provinciae Valeriae,Occidentis
PC000352,PLC00116,Matrice,,Equites promoti,Dux provinciae Valeriae,Occidentis
PC000399,PLC00127,nune Ad Statuas,,"Auxilia Ursarensia, Pone Navata",Dux provinciae Valeriae,Occidentis
PC000400,PLC00107,nune Conradcuha,,"Cuneus equitum stablesianorum, Ripa Alta",Dux provinciae Valeriae,Occidentis
PC000401,PLC00124,nune in burgo contra Florentiam,,"Equites sagittarii, Altino",Dux provinciae Valeriae,Occidentis
PC000402,PLC00106,nune Intercisa,,"Cuneus equitum Constantianorum, Lusionio",Dux provinciae Valeriae,Occidentis
PC000407,PLC00109,Odiabo,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000453,PLC00140,quadriborgio,Tribunus,cohortis,Dux provinciae Valeriae,Occidentis
PC000470,PLC00121,Ripa Alta,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000516,PLC00111,Solua,,Equites Mauri,Dux provinciae Valeriae,Occidentis
PC000517,PLC00104,Solue,,Cuneus equitum scutatorum,Dux provinciae Valeriae,Occidentis
PC000570,PLC00145,Transiacinco,Praefectus,legionis,Dux provinciae Valeriae,Occidentis
PC000604,PLC00117,Vetusalinae,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PC000610,PLC00139,Vincentiae,Tribunus,cohortis,Dux provinciae Valeriae,Occidentis
PC000003,PLC00206,Abrincatis,Praefectus,militum Dalmatarum,Dux tractus Armoricani,Occidentis
PC000045,PLC00203,Aleto,Praefectus,militum Martensium,Dux tractus Armoricani,Occidentis
PC000127,PLC00200,Benetis,Praefectus,militum Maurorum Benetorum,Dux tractus Armoricani,Occidentis
PC000135,PLC00199,Blabia,Praefectus,militum Carronensium,Dux tractus Armoricani,Occidentis
PC000206,PLC00204,Constantia,Praefectus,militum primae Flaviae,Dux tractus Armoricani,Occidentis
PC000287,PLC00198,Grannona in litore Saxonico,Tribunus,cohortis primae novae Armoricanae,Dux tractus Armoricani,Occidentis
PC000288,PLC00207,Grannono,Praefectus,militum Grannonensium,Dux tractus Armoricani,Occidentis
PC000343,PLC00202,Mannatias,Praefectus,militum superventorum,Dux tractus Armoricani,Occidentis
PC000418,PLC00201,Osismis,Praefectus,militum Maurorum Osismiacorum,Dux tractus Armoricani,Occidentis
