placeId,placeName,nodeType,office,unit,chapter,document
PLC00300,(in Liguria) Pollentia,unknown,Praefectus,Sarmatarum gentilium,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00097,....,unknown,Tribunus,cohortis tertiae Alpinorum Dardanorum,Dux Pannoniae,Occidentis
PLC00291,....,unknown,Praefectus,Sarmatarum gentilium,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00100,..... nunc Sisciae,unknown,Praefectus,classis Aegetensium siue secundae Pannonicae,Dux Pannoniae,Occidentis
PLC00279,....... et Ceromannos Lugdunensis tertiae,unknown,Praefectus,laetorum gentilium Sueuorum,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00302,a Chora Parisios usque,unknown,Praefectus,Sarmatarum gentilium,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00238,Aballaba,unknown,Praefectus,numeri Maurorum Aurelianorum,Dux Britanniarum,Occidentis
PLC00426,Abina,equites,,Equites sagittarii indigenae,Dux Foenicis,Oriens
PLC00206,Abrincatis,unknown,Praefectus,militum Dalmatarum,Dux tractus Armoricani,Occidentis
PLC00186,Abusina,unknown,Tribunus,cohortis tertiae Brittorum,Dux Raetiae,Occidentis
PLC00405,Abydum - Abocedo,ala,,Ala octava ....,Dux Thebaidos,Oriens
PLC00451,Acadama,equites,,Equites sagittarii,Dux Syriae,Oriens
PLC00452,Acauatha,equites,,Equites sagittarii,Dux Syriae,Oriens
PLC00594,Accisso,unknown,Praefectus,ripae legionis primae Ioviae cohortis quintae pedaturae inferioris,Dux Scythiae,Oriens
PLC00071,Aciminci,cuneus,,Cuneus equitum constantium,Dux Pannoniae,Occidentis
PLC00080,Acimirci,equites,,Equites sagittarii,Dux Pannoniae,Occidentis
PLC00134,Acinco,unknown,Praefectus,legionis secundae adiutricis partis superioris,Dux provinciae Valeriae,Occidentis
PLC00142,ad burgum Centenarium,unknown,Tribunus,cohortis,Dux provinciae Valeriae,Occidentis
PLC00273,ad cohortem Gallicam,unknown,Tribunus,cohortis secundae Gallicae,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00084,ad Herculem,auxilia,,Auxilia Herculensia,Dux Pannoniae,Occidentis
PLC00152,Ad Herculem,equites,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PLC00126,Ad Herculem,auxilia,,Auxilia Herculensia,Dux provinciae Valeriae,Occidentis
PLC00112,Ad Herculem,equites,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PLC00161,Ad Mauros,equites,,Equites promoti,Dux Pannoniae primae,Occidentis
PLC00125,Ad Militare,equites,,Equites Flavianenses,Dux provinciae Valeriae,Occidentis
PLC00634,Ad Novas,auxilia,,Auxiliares Novenses,Dux Moesiae primae,Oriens
PLC00122,Ad Statuas,equites,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PLC00449,Adada,equites,,Equites promoti indigenae,Dux Syriae,Oriens
PLC00431,Adatha,equites,,Equites sagittarii indigenae,Dux Foenicis,Oriens
PLC00170,Adiuuense,unknown,Praefectus,legionis primae Noricorum militum liburnariorum cohortis Quintae partis superioris,Dux Pannoniae primae,Occidentis
PLC00478,Admatha,ala,,Ala Antana dromedariorum,Dux Palaestinae,Oriens
PLC00119,Adnamantia,equites,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PLC00545,Adtitha,cohort,,Cohors prima miliaria Thracum,Dux Arabiae,Oriens
PLC00669,Aegeta,unknown,Praefectus,legionis tertiaedecimae geminae,Dux Daciae ripensis,Oriens
PLC00657,Aegetae,cuneus,,Cuneus equitum scutariorum,Dux Daciae ripensis,Oriens
PLC00676,Aegetae,unknown,Praefectus,classis Histricae,Dux Daciae ripensis,Oriens
PLC00579,Aegissos,cuneus,,Cuneus equitum armigerorum,Dux Scythiae,Oriens
PLC00467,Aeliae,equites,,Equites Mauri Illyriciani,Dux Palaestinae,Oriens
PLC00561,Aeliana,ala,,Ala secunda Gallorum,Dux Armeniae,Oriens
PLC00151,Aequinoctoiae,equites,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PLC00233,Aesica,unknown,Tribunus,cohortis primae Asturum,Dux Britanniarum,Occidentis
PLC00373,Affrodito,cohort,,Cohors quarta Iuthungorum,Comes limitis Aegypti,Oriens
PLC00025,Africae,civil,,Procurator gynaecii Carthagiensis,Insignia viri illustris comitis sacrarum largitionum,Occidentis
PLC00482,Afro,cohort,,Cohors duodecima Valeria,Dux Palaestinae,Oriens
PLC00476,Ailae,unknown,Praefectus,legionis decimae Fretensis,Dux Palaestinae,Oriens
PLC00374,Aiy,cohort,,Cohors secunda Ituraeorum,Comes limitis Aegypti,Oriens
PLC00150,Ala Nova,equites,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PLC00555,Aladaleariza,ala,,Ala Rizena,Dux Armeniae,Oriens
PLC00074,Albano,equites,,Equites Dalmatae,Dux Pannoniae,Occidentis
PLC00143,Alesacae,unknown,Tribunus,cohortis,Dux provinciae Valeriae,Occidentis
PLC00203,Aleto,unknown,Praefectus,militum Martensium,Dux tractus Armoricani,Occidentis
PLC00004,ali a parte equitum,unknown,,"Princeps ex officiis magistrorum militum praesentalium, uno anno a parte peditum",Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis
PLC00045,alio a parte equitum,unknown,,"Principem ex officiis magistrorum militum praesentalium, uno anno a parte peditum",Comes Africae,Occidentis
PLC00054,alio anno a parte equitum,unknown,,"Principem ex officiis magistrorum militum praesentalium, uno anno a parte peditum",Comes Tingitaniae,Occidentis
PLC00244,Alione,unknown,Tribunus,cohortis tertiae Neruiorum,Dux Britanniarum,Occidentis
PLC00132,Aliscae,unknown,Praefectus,legionis secundae adiutricis cohortis quintae partis superioris,Dux provinciae Valeriae,Occidentis
PLC00656,Almo,cuneus,,Cuneus equitum stablesianorum,Dux Daciae ripensis,Oriens
PLC00003,also found in Italia or in Tingitania.],unknown,,"Septimani iuniores.[same as Septimani, or Septimani iuniores, a legiones comitatenses",Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis
PLC00008,also in Gallia?],equites,,Equites Taifali.[same as Equ. Hon. Taifali iun,Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis
PLC00001,also in Gallia?],unknown,,Valentinianenses.[same as Valentinianenses iuniores,Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis
PLC00002,also in Illyria?],unknown,,Valentinianenses.[same as Valentinianenses iuniores,Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis
PLC00252,Alta Ripa,unknown,Praefectus,militum Martensium,Dux Mogontiacensis,Occidentis
PLC00613,Altino,milites,,Milites navclarii Altinenses,Dux Moesiae secundae,Oriens
PLC00108,Altino,cuneus,,Cuneus equitum Fortensium,Dux provinciae Valeriae,Occidentis
PLC00235,Amboglanna,unknown,Tribunus,cohortis primae Aeliae Dacorum,Dux Britanniarum,Occidentis
PLC00514,Amidae,equites,,Equites ducatores Illyriciani,Dux Mesopotamiae,Oriens
PLC00512,Amidae,equites,,Equites scutarii Illyriciani,Dux Mesopotamiae,Oriens
PLC00463,Ammattha,cohort,,Cohors prima victorum,Dux Syriae,Oriens
PLC00458,Ammuda,ala,,Ala prima nova Herculia,Dux Syriae,Oriens
PLC00563,Analiba,cohort,,Cohors quarta Raetorum,Dux Armeniae,Oriens
PLC00450,Anatha,equites,,Equites sagittarii indigenae,Dux Syriae,Oriens
PLC00063,Anderidos,unknown,Praepositus,numeri Abulcorum,Comes litoris Saxonici per Britanniam,Occidentis
PLC00352,Andro,legion,,Legio tertia Diocletiana,Comes limitis Aegypti,Oriens
PLC00604,Ansamo,milites,,Milites praeventores,Dux Moesiae secundae,Oriens
PLC00318,Antiochiae,unknown,,;Clibanaria,Insignia viri illustris magistri officiorum,Oriens
PLC00317,Antiochiae,unknown,,Scutaria et armorum,Insignia viri illustris magistri officiorum,Oriens
PLC00258,Antonaco,unknown,Praefectus,militum Acincensium,Dux Mogontiacensis,Occidentis
PLC00516,Apadna,equites,,Equites promoti indigenae,Dux Mesopotamiae,Oriens
PLC00503,Apatna,unknown,,..............,Dux Osrhoenae,Oriens
PLC00387,Apollonos superioris,legion,,Legio secunda Traiana,Dux Thebaidos,Oriens
PLC00602,Appiaria,cuneus,,Cuneus equitum scutariorum,Dux Moesiae secundae,Oriens
PLC00607,Appiaria,milites,,Milites tertii navclarii,Dux Moesiae secundae,Oriens
PLC00544,apud Adittha,ala,,Ala secunda felix Valentiniana,Dux Arabiae,Oriens
PLC00549,apud Arnona,cohort,,Cohors tertia Alpinorum,Dux Arabiae,Oriens
PLC00556,apud Auaxam,ala,,Ala Theodosiana,Dux Armeniae,Oriens
PLC00416,apud Elephantinem,cohort,,CohorsÝ prima felix Theodosiana,Dux Thebaidos,Oriens
PLC00480,apud Praesidium,ala,,Ala secunda felix Valentiana,Dux Palaestinae,Oriens
PLC00024,Apuliae,civil,,Procurator gynaecii Canusini et Venusini,Insignia viri illustris comitis sacrarum largitionum,Occidentis
PLC00259,Aquileiae,unknown,Praefectus,classis Venetum,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00294,Aquis siue Tertona,unknown,Praefectus,Sarmatarum gentilium,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00564,Arauraca,cohort,,Cohors miliaria Bosporiana,Dux Armeniae,Oriens
PLC00214,Arbeia,unknown,Praefectus,numeri barcariorum Tigrisiensium,Dux Britanniarum,Occidentis
PLC00195,Arbore,unknown,Tribunus,cohortis Herculeae Pannoniorum,Dux Raetiae,Occidentis
PLC00440,Arefa,ala,,Ala secunda Salutis,Dux Foenicis,Oriens
PLC00532,Areopoli,equites,,Equites Mauri Illyriciani,Dux Arabiae,Oriens
PLC00488,Arieldela,cohort,,Cohors secunda Galatarum,Dux Palaestinae,Oriens
PLC00164,Arlape,equites,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PLC00147,Arrabonae,cuneus,,Cuneus equitum stablesianorum,Dux Pannoniae primae,Occidentis
PLC00148,Arrabonae,equites,,Equites promoti,Dux Pannoniae primae,Occidentis
PLC00158,Arrabonae,unknown,Praefectus,legionis decimae et quartaedecimaegeminae geminarum militum liburnariorum,Dux Pannoniae primae,Occidentis
PLC00160,Arrianis,unknown,Tribunus,cohortis,Dux Pannoniae primae,Occidentis
PLC00159,Arrunto siue Vindomanae,unknown,Praefectus,classis Histricae,Dux Pannoniae primae,Occidentis
PLC00085,Arsaciana siue Novas,auxilia,,Auxilia Novensia,Dux Pannoniae,Occidentis
PLC00578,Arubio,cuneus,,Cuneus equitum catafractariorum,Dux Scythiae,Oriens
PLC00287,Arumbernos Aquitanicae primae,unknown,Praefectus,laetorum gentilium Suevorum,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00546,Asabaia,cohort,,Cohors prima Thracum,Dux Arabiae,Oriens
PLC00393,Asfynis,equites,,Equites felices Honoriani,Dux Thebaidos,Oriens
PLC00519,Assara,equites,,Equites scutarii indigenae Pafenses,Dux Mesopotamiae,Oriens
PLC00477,Asuada,ala,,Ala prima miliaria Sebastena,Dux Palaestinae,Oriens
PLC00283,Atrabatis Belgicae secundae,unknown,Praefectus,laetorum Batavorum Nemetacensium,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00306,Au.....,unknown,Praefectus,Sarmatarum gentilium,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00539,Auatha,ala,,Ala nona miliaria,Dux Arabiae,Oriens
PLC00424,Auatha,equites,,Equites promoto indigenae,Dux Foenicis,Oriens
PLC00654,Augustae,cuneus,,Cuneus equitum Dalmatarum,Dux Daciae ripensis,Oriens
PLC00175,Augustanis,equites,,Equites stablesiani seniores,Dux Raetiae,Occidentis
PLC00165,Augustianis,equites,,Equites Dalmatae,Dux Pannoniae primae,Occidentis
PLC00048,Aulucos,unknown,Tribunus,cohortis primae Herculeae,Comes Tingitaniae,Occidentis
PLC00627,Aureomonto,cuneus,,Cuneus equtum Dalmatarum,Dux Moesiae primae,Oriens
PLC00173,Austuris,unknown,Tribunus,cohortis,Dux Pannoniae primae,Occidentis
PLC00340,aut ipse dictat aut latine dictatas transfert in graecum,unknown,,"Magister epistolarum graecarum eas epistolas, quae graece solent emitti",Magistri scriniorum. MemoriaeÝÝ EpistolarumÝÝ LibellorumÝÝ Graecarum,Oriens
PLC00240,Axeloduno,unknown,Tribunus,cohortis primae Hispanorum,Dux Britanniarum,Occidentis
PLC00582,Axiupoli,milites,,Milites superventores,Dux Scythiae,Oriens
PLC00590,Axiupoli,unknown,Praefectus,ripae legionis secundae Herculiae cohortis quintae pedaturae inferioris,Dux Scythiae,Oriens
PLC00349,Babilona,legion,,Legio tertiadecima gemina,Comes limitis Aegypti,Oriens
PLC00278,Baiocas et Constantiae Lugdunensis secundae,unknown,Praefectus,laetorum Batavorum et gentilium Sueuorum,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00010,balistaria et clibanaria,unknown,,Augustodunensis loricaria,Insignia viri illustris magistri officiorum,Occidentis
PLC00496,Banasam,equites,,Equites promoti indigenae,Dux Osrhoenae,Oriens
PLC00454,Barbalisso,equites,,Equites Dalmatae Illyriciani,Dux Syriae,Oriens
PLC00219,Barboniaco,unknown,Praefectus,numeri defensorum,Dux Britanniarum,Occidentis
PLC00185,Batavis,unknown,Tribunus,cohortis novae Batavorum,Dux Raetiae,Occidentis
PLC00028,Belgicae primae,civil,,Procurator gynaecii Triberorum,Insignia viri illustris comitis sacrarum largitionum,Occidentis
PLC00027,Belgicae secundae,civil,,Procurator gynaecii Remensis,Insignia viri illustris comitis sacrarum largitionum,Occidentis
PLC00200,Benetis,unknown,Praefectus,militum Maurorum Benetorum,Dux tractus Armoricani,Occidentis
PLC00464,Benosabae,equites,,Equites Dalmatae Illyriciani,Dux Palaestinae,Oriens
PLC00527,Bethallaha,cohort,,Cohors quinquagenaria Arabum,Dux Mesopotamiae,Oriens
PLC00429,Betproclis,equites,,Equites Saraceni indigenae,Dux Foenicis,Oriens
PLC00537,Betthoro,unknown,Praefectus,legionis quartae Martiae,Dux Arabiae,Oriens
PLC00255,Bingio,unknown,Praefectus,militum Bingensium,Dux Mogontiacensis,Occidentis
PLC00577,Bireo,cuneus,,Cuneus equitum stablesianorum,Dux Scythiae,Oriens
PLC00468,Birsama,equites,,Equites Thamudeni Illyriciani,Dux Palaestinae,Oriens
PLC00199,Blabia,unknown,Praefectus,militum Carronensium,Dux tractus Armoricani,Occidentis
PLC00256,Bodobrica,unknown,Praefectus,militum balistariorum,Dux Mogontiacensis,Occidentis
PLC00172,Boiodoro,unknown,Tribunus,cohortis,Dux Pannoniae primae,Occidentis
PLC00650,Bononia,cuneus,,Cuneus equitum Dalmatarum Fortensium,Dux Daciae ripensis,Oriens
PLC00089,Bononiae,unknown,Praefectus,legionis quintae Ioviae cohortis quintae partis superioris,Dux Pannoniae,Occidentis
PLC00298,Bononiae in Aemilia,unknown,Praefectus,Sarmatarum gentilium,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00078,Bonoriae,equites,,Equites Dalmatae,Dux Pannoniae,Occidentis
PLC00231,Borcovicio,unknown,Tribunus,cohortis primae Tungrorum,Dux Britanniarum,Occidentis
PLC00536,Bostra,unknown,Praefectus,legionis tertiae Cyrenaicae,Dux Arabiae,Oriens
PLC00059,Branoduno,unknown,Praepositus,equitum Dalmatarum Branodunensium,Comes litoris Saxonici per Britanniam,Occidentis
PLC00131,Bregtione,unknown,Praefectus,legionis primae adiutricis cohortis quintae partis superioris,Dux provinciae Valeriae,Occidentis
PLC00245,Bremetenraco,cuneus,,Cuneus Sarmatarum,Dux Britanniarum,Occidentis
PLC00069,Burgenas,cuneus,,Cuneus equitum Constantianorum,Dux Pannoniae,Occidentis
PLC00090,Burgenas,unknown,Praefectus,legionis quintae Ioviae,Dux Pannoniae,Occidentis
PLC00082,Burgentas,equites,,Equites Dalmatae,Dux Pannoniae,Occidentis
PLC00671,Burgo Novo,unknown,Praefectus,legionis tertiaedecimae geminae,Dux Daciae ripensis,Oriens
PLC00415,Burgo Severi,cohort,,Cohors nona Alamannorum,Dux Thebaidos,Oriens
PLC00664,Burgo Zono,auxilia,,Auxilium secundorum Daciscorum,Dux Daciae ripensis,Oriens
PLC00367,Busiris,cohort,,Cohors secunda Astarum,Comes limitis Aegypti,Oriens
PLC00006,but might be iuniores.],equites,,Equites cornuti seniores.[also in Gallia,Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis
PLC00007,but might be iuniores.],equites,,Equites cornuti seniores.[also in Italia,Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis
PLC00269,Caballoduno,unknown,Praefectus,classis Araricae,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00191,Caelio,unknown,Tribunus,cohortis tertiae Herculeae Pannoniorum,Dux Raetiae,Occidentis
PLC00570,Caene - Parembole,cohort,,Cohors prima Lepidiana,Dux Armeniae,Oriens
PLC00320,Caesarea Cappadociae,unknown,,Clibanaria,Insignia viri illustris magistri officiorum,Oriens
PLC00526,Caini,ala,,Ala quintadecima Flavia Carduenorum,Dux Mesopotamiae,Oriens
PLC00031,Calabriae,civil,,Procurator bafii Tarentini,Insignia viri illustris comitis sacrarum largitionum,Occidentis
PLC00428,Calamona,equites,,Equites sagittarii indigenae,Dux Foenicis,Oriens
PLC00487,Calamona,cohort,,Cohors prima equitata,Dux Palaestinae,Oriens
PLC00267,Calaronae,unknown,Tribunus,cohortis primae Flaviae Sapaudicae,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00494,Callinico,equites,,Equites promoti Illyriciani,Dux Osrhoenae,Oriens
PLC00180,Cambidano,unknown,Praefectus,legionis tertiae Italicae pro parte media praetendentis a Vimania Cassiliacum usque,Dux Raetiae,Occidentis
PLC00115,Campona,equites,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PLC00609,Candidiana,milites,,Milites primi Moesiaci,Dux Moesiae secundae,Oriens
PLC00174,Cannabiaca,unknown,Tribunus,cohortis,Dux Pannoniae primae,Occidentis
PLC00575,Capidaua,cuneus,,Cuneus equitum Solensium,Dux Scythiae,Oriens
PLC00103,Caput Basensis,unknown,Tribunus,cohortis primae Thracum civium Romanorum,Dux Pannoniae,Occidentis
PLC00130,Cardabiaca,auxilia,,Auxilia insidiatorum,Dux provinciae Valeriae,Occidentis
PLC00277,Carnunta Senoniae Lugdunensis,unknown,Praefectus,laetorum Teutonicianorum,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00157,Carnunto,unknown,Praefectus,legionis quartaedecimaegeminae militum liburnariorum cohortis quintae partis superior,Dux Pannoniae primae,Occidentis
PLC00583,Carso,milites,,Milites Scythici,Dux Scythiae,Oriens
PLC00524,Cartha,ala,,Ala secunda nova Aegyptiorum,Dux Mesopotamiae,Oriens
PLC00483,Cartha,cohort,,Cohors decima Carthaginensis,Dux Palaestinae,Oriens
PLC00427,Casama,equites,,Equites sagittarii indigenae,Dux Foenicis,Oriens
PLC00372,Castra Iudaeorum,cohort,,Cohors prima Epireorum,Comes limitis Aegypti,Oriens
PLC00049,Castrabarensis,unknown,Tribunus,cohortis primae Ityraeorum,Comes Tingitaniae,Occidentis
PLC00652,Cebro,cuneus,,Cuneus equitum scutariorum,Dux Daciae ripensis,Oriens
PLC00667,Cebro,unknown,Praefectus,legionis quintae Macedonicae,Dux Daciae ripensis,Oriens
PLC00523,Cefae,unknown,Praefectus,legionis secundae Parthicae,Dux Mesopotamiae,Oriens
PLC00366,Cefro,cohort,,Cohors tertia Galatarum,Comes limitis Aegypti,Oriens
PLC00042,ceteros etiam palatinos,unknown,,"Secunicerium totius officii, qui tractat chartas officii",Insignia viri illustris comitis privatarum,Occidentis
PLC00566,Chaszanenica,ala,,Ala prima Iovia felix,Dux Armeniae,Oriens
PLC00399,Chenoboscia,ala,,Ala Neptunia,Dux Thebaidos,Oriens
PLC00466,Chermulae,equites,,Equites scutarii Illyriciani,Dux Palaestinae,Oriens
PLC00558,Chiaca,ala,,Ala prima Augusta Colonorum,Dux Armeniae,Oriens
PLC00576,Cii,cuneus,,Cuneus equitum stablesianorum,Dux Scythiae,Oriens
PLC00229,Cilurno,unknown,Praefectus,alae secundae Asturum,Dux Britanniarum,Occidentis
PLC00612,Cimbrianis,milites,,Milites Cimbriani,Dux Moesiae secundae,Oriens
PLC00502,Circesio,unknown,Praefectus,legionis quartae Parthicae,Dux Osrhoenae,Oriens
PLC00129,Cirpe,auxilia,,Auxilia Fortensia,Dux provinciae Valeriae,Occidentis
PLC00113,Cirpi,equites,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PLC00136,Cirpi,unknown,Praefectus,legionis secundae adiutricis,Dux provinciae Valeriae,Occidentis
PLC00461,Claudiana,cohort,,Cohors prima Ulpia Dacorum,Dux Syriae,Oriens
PLC00166,Comagenis,equites,,Equites promoti,Dux Pannoniae primae,Occidentis
PLC00262,Como,unknown,Praefectus,classis Comensis cum curis eiusdem civitatis,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00216,Concangios,unknown,Praefectus,numeri vigilum,Dux Britanniarum,Occidentis
PLC00226,Conderco,unknown,Praefectus,alae primae Asturum,Dux Britanniarum,Occidentis
PLC00257,Confluentibus,unknown,Praefectus,militum defensorum,Dux Mogontiacensis,Occidentis
PLC00193,Confluentibus siue Brecantia,unknown,Praefectus,numeri barbaricariorum,Dux Raetiae,Occidentis
PLC00239,Congavata,unknown,Tribunus,cohortis secundae Lingonum,Dux Britanniarum,Occidentis
PLC00515,Constantia,equites,,Equites felices Honoriani Illyriciani,Dux Mesopotamiae,Oriens
PLC00204,Constantia,unknown,Praefectus,militum primae Flaviae,Dux tractus Armoricani,Occidentis
PLC00114,Constantiae,equites,,Equites Dalmatae,Dux provinciae Valeriae,Occidentis
PLC00517,Constantina,equites,,Equites promoti indigenae,Dux Mesopotamiae,Oriens
PLC00522,Constantina,unknown,Praefectus,legionis primae Parthicae Nisibenae,Dux Mesopotamiae,Oriens
PLC00339,consultationes et preces tractat,unknown,,Magister epistolarum legationes civitatum,Magistri scriniorum. MemoriaeÝÝ EpistolarumÝÝ LibellorumÝÝ Graecarum,Oriens
PLC00128,contra Acinco in barbarico,auxilia,,Auxilia vigilum,Dux provinciae Valeriae,Occidentis
PLC00403,contra Apollonos,ala,,Ala prima Francorum,Dux Thebaidos,Oriens
PLC00086,contra Bononiam in barbarico in castello Onagrino,auxilia,,Auxilia Augustensia,Dux Pannoniae,Occidentis
PLC00402,contra Lata,ala,,Ala septima Herculia voluntaria,Dux Thebaidos,Oriens
PLC00642,contra Margum in castris Augustoflavianensibus,unknown,Praefectus,militum .....,Dux Moesiae primae,Oriens
PLC00632,contra Reginam,auxilia,,Auxiliares reginenses,Dux Moesiae primae,Oriens
PLC00381,Copto,equites,,Equites sagittarii indigenae,Dux Thebaidos,Oriens
PLC00389,Copto,legion,,Legio prima Valentiniana,Dux Thebaidos,Oriens
PLC00067,Cornacii,cuneus,,Cuneus equitum scutariorum,Dux Pannoniae,Occidentis
PLC00076,Cornaco,equites,,Equites Dalmatae,Dux Pannoniae,Occidentis
PLC00292,Cremonae,unknown,Praefectus,Sarmatarum gentilium,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00661,Crispitia,auxilia,,Auxilium Crispitiense,Dux Daciae ripensis,Oriens
PLC00110,Crumero,equites,,Equites promoti,Dux provinciae Valeriae,Occidentis
PLC00070,Cuccis,cuneus,,Cuneus equitum promotorum,Dux Pannoniae,Occidentis
PLC00077,Cuccis,equites,,Equites sagittarii,Dux Pannoniae,Occidentis
PLC00436,Cunna,ala,,Ala prima Francorum,Dux Foenicis,Oriens
PLC00636,Cuppis,auxilia,,Auxilium Cuppense,Dux Moesiae primae,Oriens
PLC00631,Cuppis,cuneus,,Cuneus equtum Dalmatarum,Dux Moesiae primae,Oriens
PLC00641,Cuppis,unknown,Praefectus,legionis septimae Claudiae,Dux Moesiae primae,Oriens
PLC00386,Cusas,legion,,Legio secunda Flavia Constantia Thebaeorum,Dux Thebaidos,Oriens
PLC00079,Cusi,equites,,Equites Dalmatae,Dux Pannoniae,Occidentis
PLC00495,Dabana,equites,,Equites Mauri Illyriciani,Dux Osrhoenae,Oriens
PLC00032,Dalmatiae,civil,,Procurator bafii Salonitani,Insignia viri illustris comitis sacrarum largitionum,Occidentis
PLC00014,Dalmatiae,unknown,Praepositus,thesaurorum Salonitanorum,Insignia viri illustris comitis sacrarum largitionum,Occidentis
PLC00011,Dalmatiae et Saviae,civil,,Rationalis summarum Pannoniae secundae,Insignia viri illustris comitis sacrarum largitionum,Occidentis
PLC00316,Damasci,unknown,,Scutaria et armorum,Insignia viri illustris magistri officiorum,Oriens
PLC00433,Danaba,unknown,Praefectus,legionis tertiae Gallicae,Dux Foenicis,Oriens
PLC00212,Dano,unknown,Praefectus,equitum Crispianorum,Dux Britanniarum,Occidentis
PLC00559,Dascusa,ala,,Ala Auriana,Dux Armeniae,Oriens
PLC00223,Deruentione,unknown,Praefectus,numeri supervenientium Petueriensium,Dux Britanniarum,Occidentis
PLC00538,Dia - Fenis,equites,,Equites sagittarii indigenae,Dux Arabiae,Oriens
PLC00215,Dicti,unknown,Praefectus,numeri Neruiorum Dictensium,Dux Britanniarum,Occidentis
PLC00598,Dimo,cuneus,,Cuneus equitum Solensium,Dux Moesiae secundae,Oriens
PLC00365,Dionisiada,ala,,Ala quinta Praelectorum,Comes limitis Aegypti,Oriens
PLC00419,Diospoli,cohort,,Cohors septima Francorum,Dux Thebaidos,Oriens
PLC00382,Diospoli,equites,,Equites sagittarii indigenae,Dux Thebaidos,Oriens
PLC00585,Dirigothia,milites,,Milites Scythici,Dux Scythiae,Oriens
PLC00551,Domana,equites,,Equites sagittarii,Dux Armeniae,Oriens
PLC00651,Dortico,cuneus,,Cuneus equitum Dalmatarum Divitensium,Dux Daciae ripensis,Oriens
PLC00623,Drasdea,cohort,,Cohors tertia Valeria Bacarum,Dux Moesiae secundae,Oriens
PLC00660,Drobeta,auxilia,,Auxilium primorum Daciscorum,Dux Daciae ripensis,Oriens
PLC00653,Drobeta,cuneus,,Cuneus equitum Dalmatarum Divitensium,Dux Daciae ripensis,Oriens
PLC00057,Dubris,unknown,Praepositus,militum Tungrecanorum,Comes litoris Saxonici per Britanniam,Occidentis
PLC00047,Duga,unknown,Tribunus,cohortis secundae Hispanorum,Comes Tingitaniae,Occidentis
PLC00511,Duodecimo constituta,ala,,Ala prima salutaria,Dux Osrhoenae,Oriens
PLC00611,Durostoro,milites,,Milites quarti Constantiani,Dux Moesiae secundae,Oriens
PLC00617,Durostoro,unknown,Praefectus,legionis undecimae Claudiae,Dux Moesiae secundae,Oriens
PLC00265,Ebruduni Sapaudiae,unknown,Praefectus,classis barcariorum,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00319,Edesa,unknown,,Scutaria et armamentaria,Insignia viri illustris magistri officiorum,Oriens
PLC00281,Epuso Belgicae primae,unknown,Praefectus,laetorum Actorum,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis
PLC00333,et ceteros palatinos,unknown,,"Secundocerium totius offici, qui tractat chartas ipsius officii",Insignia viri illustris comitis privatarum,Oriens
PLC00331,et ceteros palatinos offici suprascripti,unknown,,Quarto loco libellos tractat,Insignia viri illustris comitis largitionum,Oriens
PLC00335,et ceteros palatinos officii suprascripti,unknown,,Chartularium et scrinium ipsius,Sub dispositione viri spectabilis castrensis,Oriens
PLC00043,et ceteros palatinos officiorum,unknown,,Chartularium et scrinium ipsius,Castrensis sacri palatii,Occidentis
