candidateId,placeName,candidate,candidateNo,candidateType,chapter,document,nodeType,office,unit,canonicalName,province,region,latitude,longitude,confidence,notes
PLCAND00593,Valle Diocletiana,Valle Diocletiana,1,Place,Dux Foenicis,Oriens,cohort,,Cohors secunda Aegyptiorum,,,,,,,
PLCAND00594,Vangiones,Vangiones,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum secundae Flaviae,,,,,,,
PLCAND00595,Varina,Varina,1,Place,Dux Daciae ripensis,Oriens,cuneus,,Cuneus equitum Dalmatarum,,,,,,,
PLCAND00596,Variniana,Variniana,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis quintae Macedonicae,,,,,,,
PLCAND00597,Veleia,Veleia,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Tribunus,cohortis primae Gallicae,,,,,,,
PLCAND00598,Venaxamodorum,Venaxamodorum,1,Place,Dux Raetiae,Occidentis,unknown,Tribunus,cohortis sextae Valeriaae Raetorum,,,,,,,
PLCAND00599,Venetiae,Venetiae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,Praepositus,thesaurorum Aquileiensium,,,,,,,
PLCAND00600,Venetiae et Histriae,Venetiae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator bafii Cissensis,,,,,,,
PLCAND00602,Venetiae inferioris,Venetiae inferioris,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Aquileiensis,,,,,,,
PLCAND00603,Veranoca,Veranoca,1,Place,Dux Foenicis,Oriens,cohort,,Cohors tetria Herculia,,,,,,,
PLCAND00604,Vercellis,Vercellis,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00605,Veriaraca,Veriaraca,1,Place,Dux Foenicis,Oriens,ala,,Ala noun Diocletiana,,,,,,,
PLCAND00606,Verofabula,Verofabula,1,Place,Dux Foenicis,Oriens,ala,,Ala prima Saxonum,,,,,,,
PLCAND00607,Verteris,Verteris,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri directorum,,,,,,,
PLCAND00476,Sabure siue Veterocariae,Veterocariae,2,Place,Dux Palaestinae,Oriens,equites,,Equites primi felices Palaestini,,,,,,,
PLCAND00608,Vetusalinae,Vetusalinae,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00609,Vico Iulio,Vico Iulio,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum Anderetianorum,,,,,,,
PLCAND00610,Viennae siue Arelati,Viennae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis fluminis Rhodani,,,,,,,
PLCAND00612,Vimania,Vimania,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,alae secundae Valeriae Sequanorum,,,,,,,
PLCAND00613,Viminacio,Viminacio,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum promotorum,,,,,,,
PLCAND00614,Viminacio,Viminacio,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,classis Histricae,,,,,,,
PLCAND00615,Vincentiae,Vincentiae,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Tribunus,cohortis,,,,,,,
PLCAND00616,Vindobala,Vindobala,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis primae Frixagorum,,,,,,,
PLCAND00617,Vindolana,Vindolana,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis quartae Gallorum,,,,,,,
PLCAND00077,Arrunto siue Vindomanae,Vindomanae,2,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,classis Histricae,,,,,,,
PLCAND00618,Vindomarae,Vindomarae,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis decimae geminae,,,,,,,
PLCAND00619,Virosido,Virosido,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis sextae Neruiorum,,,,,,,
PLCAND00620,Ysiporto,Ysiporto,1,Place,Dux Armeniae,Oriens,cohort,,Cohors Apuleia civium Romanorum,,,,,,,
PLCAND00621,Zernis,Zernis,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis tertiaedecimae geminae,,,,,,,
PLCAND00622,Ziganne,Ziganne,1,Place,Dux Armeniae,Oriens,cohort,,Cohors secunda Valentiana,,,,,,,
PLCAND00623,Ziza,Ziza,1,Place,Dux Arabiae,Oriens,equites,,Equites Dalmatae Illyriciani,,,,,,,
PLCAND00624,Zmirnae,Zmirnae,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,militum exploratorum,,,,,,,
PLCAND00625,Zoarae,Zoarae,1,Place,Dux Palaestinae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00626,Zodocathae,Zodocathae,1,Place,Dux Palaestinae,Oriens,equites,,Equites promiti indigenae,,,,,,,
PLCAND00208,Dalmatiae,Dalmatiae,1,Province,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator bafii Salonitani,,,,,,,
PLCAND00209,Dalmatiae,Dalmatiae,1,Province,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,Praepositus,thesaurorum Salonitanorum,,,,,,,
PLCAND00303,Liguriae,Liguriae,1,Province,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Mediolanensis,,,,,,,
PLCAND00304,Liguriae,Liguriae,1,Province,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,Praepositus,thesaurorum Mediolanensium,,,,,,,
PLCAND00508,Siciliae,Siciliae,1,Province,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator bafii Syracusani,,,,,,,
PLCAND00028,Africae,Africae,1,Region,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Carthagiensis,,,,,,,
PLCAND00255,Galliarum,Galliarum,1,Region,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator bafii Telonensis,,,,,,,
PLCAND00256,Galliarum,Galliarum,1,Region,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator linyfii Viennensis,,,,,,,
PLCAND00286,Italiae,Italiae,1,Region,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator linyfii Ravennatis,,,,,,,
